input,output,output_predicted,similarity_score
"Following some basic guidelines can get integrated in a single room, wide-variety of utilities and services in the market there is plenty of furniture designed to help, just need good planning, leading us to the right choose of the key to a perfect composition.","Following some basic guidelines can get integrated into a single room, a wide variety of utilities and services in the market there are plenty of furniture designed to help, just need good planning, leading us to the right choice of the key for a perfect composition.","Following some basic guidelines can get integrated in a single room, wide-variety of utilities and services in the market there is plenty of furniture designed to help, just need good planning, leading us to the right choice of the key to a perfect composition.",0.9625468164794008
It also has 20 from 22 acids needed as salicylic acid for bacteria and inflammation.,It also has 20 from 22 acids needed as well as salicylic acid for bacteria and inflammation.,It also contains 20 from 22 acids needed as salicylic acid for bacteria and inflammation.,0.8478260869565217
Kraftâs ball hit a bird in flight on the par-3 14th hole and the ball dropped into the water in frontof the green.,"Kraftâs ball hit a bird in flight on the par-3 14th hole, and the ball dropped into the water in front of the green.",Kraftâs ball hit a bird in flight on the par-3 14th hole and the ball dropped into the water in front of the green.,0.9745762711864406
What I ptitle is to do this: an active animation with one second duration from brightness to 0% to brightness 100% in the LED connected to PC0 port in the MCU.,What I need is to do this: an animation with one sec. duration from brightness 0% to brightness 100% in the LED connected to port PC0 on the MCU.,What I ptitle is to do this: an active animation with one second duration from brightness to 0% to brightness 100% in the LED connected to PC0 port in the MCU.,0.8238993710691824
List of core features contained in all web costed hosting.,List of core features included in all web hosting plans.,List of core features contained in all web costed hosting.,0.7241379310344828
So that's my perspective on this question.,So that's my perspective on this question.,So that's my perspective on this question.,1.0
00355  * act missions are taken.,00355  * actions are taken.,00355 * act missions are taken.,0.8064516129032258
"After having done a lot of work for the Hirohata Merc, Frank got very inspired and got himself an mercury 1950 that he turned into dream of custom of his tragedy at Barris shop: Frank was inspired by some if the featured dog of the Hirohata Mercury like the removed dog leg in the door and the fender line disappearning in heavily reshaped rear quarter panels but for the rest of the car Frank added his personal touches.","After having done a lot of work on the Hirohata Merc, Frank got very inspired and got himself an 1950 Mercury that he turned into his dream Custom in his spare time at the Barris Shop. Frank was inspired by some if the design elements of the Hirohata Mercury, like the removed dog leg in the door and the fender line disappearing in heavily reshaped rear quarter panels, but for the rest of the car Frank added his own personal touches.","After having done a lot of work for the Hirohata Merc, Frank got very inspired and got himself an mercury 1950 that he turned into dream of custom of his tragedy at Barris shop. Frank was inspired by some if the featured dog of the Hirohata Mercury like",0.4954128440366973
"The leader of the opposition Movement for Democratic change, Nelson Chamisa, said on twitter he has gained the âpopular voteâ on Mondayâs election, in which he challenged Mugabeâs successor Emmerson Mnangagwa from ruling ZANU-PF party.","The leader of the opposition Movement for Democratic Change, Nelson Chamisa, said on Twitter he had won the âpopular voteâ in Mondayâs election, in which he challenged Mugabeâs successor, Emmerson Mnangagwa from the ruling ZANU-PF party.","The leader of the opposition Movement for Democratic Change, Nelson Chamisa, said on twitter that he has gained the âpopular voteâ on Mondayâs election, in which he challenged Mugabeâs successor Emmerson Mnangagwa from ruling ZA",0.8448979591836735
Faraday's sate of electrolysis.,State Faradayâs law of electrolysis.,Faraday's sate of electrolysis.,0.6842105263157895
Calculate BMW X5 Monthly Payment - Which Cars You Can Afford?,Calculate 2009 BMW X5 Monthly Payment Which Cars You Can Afford?,Calculate BMW X5 Monthly Payment - Which Cars You Can Afford?,0.890625
on 6o secondes on my treatment! Necker travelling nearlly 2 hour there and back 3 times a week is worth it.,on 6o seconds on my treatment! whoop! travelling nearlly 2 hour there and back 3 times a week is worth it.,on 6o secondes on my treatment! Necker travelling nearlly 2 hour there and back 3 times a week is worth it.,0.9345794392523364
